company_id,company_name,short_description,batch,status,tags,cluster_kmeans,cluster_dbscan,tsne_x,tsne_y
28858,CraftOS,Inventory Management and POS for the Wine industry,Summer 2023,Inactive,"['saas', 'b2b', 'retail']",4,-1,-18.989052,-2.9159663
479,BuildZoom,BuildZoom is a better way to remodel. We connect homeowners to the…,Winter 2013,Active,"['real-estate', 'construction']",4,-1,-5.5794663,0.6147311
30527,MindFort,Autonomous Security Agents,Spring 2025,Active,[],1,-1,6.9821672,2.5018532
22612,Bristle,"At-home oral health testing, coaching & care",Winter 2021,Active,"['consumer-health-services', 'telemedicine']",2,-1,2.0507326,19.382408
1467,Cartcam,"Cartcam is an app for opinionated, deal-seeking shoppers.  It gives…",Winter 2017,Inactive,"['e-commerce', 'video', 'marketing']",5,-1,-12.953391,-7.4312277
24006,Karbon Card,Corporate Card solution for Indian businesses,Summer 2021,Active,"['fintech', 'b2b']",6,-1,-11.520884,9.377545
1772,Tingles,Find content that helps you relax and fall asleep.,Winter 2018,Inactive,['sleep-tech'],5,-1,23.235456,-2.6886575
12725,DocVita,Telehealth provider for India.,Winter 2020,Active,"['marketplace', 'consumer-health-services', 'telemedicine', 'mental-health']",2,-1,-0.30570814,16.49816
28796,Sweetspot,AI for Government Contracting.,Summer 2023,Active,[],3,-1,-2.8946342,-10.984099
30112,BookMyFlight,We make booking a flight as easy as booking an Uber.,Fall 2024,Active,"['artificial-intelligence', 'travel', 'booking', 'ai-assistant']",1,-1,-3.4522288,-7.3224015
29571,Apten,"Omnichannel AI agents that engage leads across SMS, voice, and email",Summer 2024,Active,"['sales', 'marketing', 'sms', 'ai-assistant']",3,-1,4.178646,-9.5029125
25379,Skillza,Skillza builds simple tools for teachers and schools in MEA,Winter 2022,Inactive,['education'],0,-1,-3.9986136,-21.073626
11977,MedCrypt,MedCrypt gives medical device vendors cybersecurity features in a few…,Winter 2019,Active,"['medical-devices', 'healthcare', 'cybersecurity']",2,-1,7.230429,16.12857
28183,Metal,AI Accelerated Deal Flow and Portfolio Intelligence,Winter 2023,Active,[],3,-1,10.047464,-3.9498513
13485,Bamboo,Bamboo ― the first online brokerage service for Africans and their…,Winter 2020,Active,"['fintech', 'b2b']",6,-1,-17.039454,7.7476144
23278,Prendea,Live afterschool classes for Spanish-speaking kids ages 4 to 15.,Winter 2021,Inactive,"['education', 'elearning', 'subscriptions']",5,-1,-7.90295,-19.336777
30282,Riviera,AI Employees for Hotels,Winter 2025,Active,"['saas', 'b2b', 'travel', 'analytics', 'ai']",3,-1,0.829908,-6.862523
29071,Cedalio,Turn your utility bills into smart decisions with AI,Summer 2023,Active,"['artificial-intelligence', 'energy', 'data-engineering']",1,-1,-6.1931715,-5.8667
23041,Platypus,The Distributed Data Operating System,Winter 2021,Inactive,"['b2b', 'workflow-automation', 'data-engineering', 'ai-assistant']",4,-1,1.6207924,-2.498969
30612,truthsystems,Automatically blocking risky behavior with real-time governance agents,Summer 2025,Active,"['b2b', 'ai']",1,-1,8.929947,5.717876
26885,Mintplex Labs,Building the definitive all-in-one on-device AI tool suite,Summer 2022,Active,"['open-source', 'ai', 'ai-assistant']",1,-1,12.75792,0.76564014
1905,Xkit,Universal CRM integration for B2B SaaS apps,Summer 2018,Inactive,"['developer-tools', 'sales', 'api']",3,-1,5.1613383,-1.2249826
1847,ArchForm,Replacing orthodontic braces with our clear aligner and software,Winter 2018,Active,"['robotics', 'health-tech', 'medical-devices', '3d-printing']",2,-1,5.5685143,10.712809
1819,Gainful,Personalized Performance Nutrition,Winter 2018,Active,"['consumer', 'e-commerce']",5,-1,-16.184334,-1.4253924
12662,DirectShifts,Helping healthcare workers find their next career opportunity ,Summer 2019,Active,"['recruiting', 'healthcare']",2,-1,-0.6077647,11.314392
368,Snipshot,We sold Snipshot to Ansa in 2013.,Winter 2006,Inactive,['media'],5,-1,21.60353,7.038193
26768,Disclo,Health disclosure and accommodation management platform,Summer 2022,Active,"['human-resources', 'b2b', 'compliance', 'hr-tech']",2,-1,0.4278848,11.380339
25678,Botin,Investment super app for Latin America,Winter 2022,Inactive,"['fintech', 'crypto-web3']",6,-1,-17.8001,10.953068
29069,HappyRobot,AI Communication. Built for Logistics.,Summer 2023,Active,"['logistics', 'ai-assistant']",3,-1,0.16713022,-6.8879013
599,Kuna Systems,"We're making a smart, front door camera with intercom that lets you…",Winter 2014,Acquired,"['smart-home-assistants', 'iot', 'security']",4,-1,21.565878,-9.672374
28329,Type,The AI-first document editor.,Winter 2023,Active,"['saas', 'productivity', 'marketing', 'ai']",1,-1,18.55215,-5.52021
566,Webflow,Professional website design and publishing platform. ,Summer 2013,Active,"['saas', 'design', 'marketing']",0,-1,13.884737,-2.3071363
1559,Peer5,P2P delivery network that enables high quality video streaming,Winter 2017,Acquired,['video'],0,-1,18.678646,4.3753886
29760,Modern Realty,The AI Native Real Estate Brokerage.,Summer 2024,Active,"['artificial-intelligence', 'real-estate', 'consumer', 'consumer-products', 'ai']",1,-1,-2.13704,-8.680954
22063,Cohere,Support automation that's actually intelligent,Summer 2020,Acquired,"['artificial-intelligence', 'automation']",3,-1,2.5945625,-5.896883
12009,Visly,Build React components visually,Winter 2019,Acquired,"['developer-tools', 'design-tools']",0,-1,17.404177,2.4827862
12629,Nonu,We deliver hair loss medicines for Indian men on a subscription basis.,Summer 2019,Inactive,['india'],2,-1,-2.5949647,16.85844
28178,Vector,Find your prospects who are most likely to buy.,Winter 2023,Active,"['generative-ai', 'saas', 'b2b', 'enterprise']",3,-1,6.598773,-10.308195
22902,Verak,Better Business Insurance for MSMEs in India,Winter 2021,Acquired,['insurance'],2,-1,-3.5009005,14.527826
22046,Flint,Securing Nurses for Your Future,Summer 2020,Active,['healthcare'],2,-1,-0.92004347,10.872733
1551,Indee Labs,"Enabling T cell immunotherapy discovery, development and manufacturing",Winter 2017,Active,"['gene-therapy', 'microfluidics', 'cell-therapy']",7,-1,-3.6068466,25.387602
994,Outschool,A live online learning platform that empowers kids ages 3–18.,Winter 2016,Active,"['education', 'marketplace']",5,-1,-8.798477,-19.795517
26265,Seis,Banking 100% in Spanish for the 44 million US Spanish speakers,Winter 2022,Active,"['fintech', 'consumer-finance', 'neobank']",6,-1,-16.569254,10.495228
1010,Gigwell,Building the Future of Live Event Bookings.,Winter 2016,Active,"['marketplace', 'saas', 'entertainment']",5,-1,-4.129326,2.0098908
25512,Ankr Health,Virtualizing brick-mortar infrastructures of clinics w/ generative AI ,Winter 2022,Active,"['generative-ai', 'telehealth', 'b2b', 'digital-health', 'telemedicine']",2,-1,3.7527134,12.441255
30558,BitPatrol,AI-powered code security,Spring 2025,Active,"['devsecops', 'machine-learning', 'cybersecurity']",1,-1,6.508263,3.3663383
27840,Index,Planning and AI Prototyping for Product Management,Winter 2023,Active,[],1,-1,10.466575,-5.7201204
153,Pebble,Watch that helps you get shit done and limit the mayhem of…,Winter 2011,Acquired,['productivity'],0,-1,-14.167514,-10.096169
363,Zanbazaar,Community-curated catalogs for product recommendations,Summer 2006,Inactive,"['marketplace', 'e-commerce']",5,-1,-14.678746,1.2099135
13236,Savvy,Flexible stipends for employee health insurance,Winter 2020,Acquired,"['fintech', 'healthcare', 'health-insurance', 'insurance']",2,-1,-2.339186,13.509861
838,VetPronto,On demand veterinary house calls. ,Winter 2015,Inactive,['healthcare'],2,-1,-0.1748308,17.318445
13171,The Mercer Club,The Mercer Club is a subscription service that allows men to rent…,Winter 2020,Inactive,"['marketplace', 'smart-clothing', 'sustainable-fashion']",5,-1,-14.096228,-1.2634492
24606,Pylon,Infrastructure management software for water & electricity companies,Summer 2021,Active,['enterprise-software'],4,-1,-7.3697243,-5.814602
711,Tenjin,Mobile marketing analytics and infrastructure,Summer 2014,Active,['analytics'],3,-1,-0.9664651,-1.298276
2037,Kunduz,Kunduz provides instant answers to students' questions and makes…,Summer 2018,Active,"['ai-enhanced-learning', 'artificial-intelligence', 'education', 'marketplace']",5,-1,-5.18372,-19.146923
12608,TRM Labs,TRM is building a safer financial system for billions of people.,Summer 2019,Active,"['fintech', 'machine-learning', 'crypto-web3', 'data-engineering']",6,-1,-7.4902115,8.864168
25714,Strong Compute,10x-1000x faster compute for Neural Network training,Winter 2022,Active,"['artificial-intelligence', 'machine-learning', 'cloud-computing']",0,-1,3.8558586,-17.424252
1686,Cambridge Cancer Genomics,CCG.ai empowers clinicians to make personalised treatment strategies…,Summer 2017,Inactive,"['genomics', 'oncology']",7,-1,-4.010731,23.51305
27159,Almond,We make it easy to get great ObGyn care  in-person and over telehealth,Summer 2022,Active,"['consumer-health-services', 'telehealth', 'consumer', 'healthcare', 'femtech']",2,-1,0.6992205,18.568394
30533,Delty,AI staff engineer: software architect that leads coding agents,Spring 2025,Active,"['artificial-intelligence', 'generative-ai', 'saas', 'b2b', 'enterprise-software']",1,-1,10.89226,-7.2882924
2013,Grin,Mobility and payments platform for Latin America,Summer 2018,Acquired,"['payments', 'latin-america', 'mobility']",6,-1,-19.03409,10.411541
629,Unicornly,Unicorn.ly makes fundraising more efficient for both angel investors…,Winter 2014,Inactive,"['fintech', 'investing']",6,-1,-14.817571,12.244583
1732,Shogun,Shogun empowers brands to create exceptional ecommerce experience.,Winter 2018,Active,"['saas', 'b2b', 'e-commerce']",5,-1,-16.886658,-7.209102
1186,Selfycart,Selfycart - let's grocery shoppers scan items and checkout on their…,Summer 2016,Inactive,['grocery'],5,-1,-13.509149,-6.614921
1773,Persephone Biosciences,We are using the gut microbiome to end cancer. ,Winter 2018,Active,"['ai-powered-drug-discovery', 'covid-19']",7,-1,-3.171687,22.758945
12549,Symplex,Applied Reinforcement Learning Research Laboratory,Summer 2019,Acquired,"['artificial-intelligence', 'data-engineering', 'ai-assistant']",1,-1,0.94514596,-15.589605
12530,Cuboh,We help restaurants manage their online orders.,Summer 2019,Acquired,"['saas', 'food-tech']",5,-1,-19.708645,-1.0963112
830,SigOpt,SigOpt is an Optimization-as-a-Service platform that seamlessly tunes…,Winter 2015,Acquired,"['machine-learning', 'saas', 'ai']",3,-1,0.93817616,-11.952071
29350,Aether,AI go-to-market revenue engine for home services installers. ,Winter 2024,Active,"['climate', 'crm', 'ai']",3,-1,5.234422,-9.116976
21857,Hypotenuse AI,"Manage, create & optimize your ecommerce product content using AI",Summer 2020,Active,"['generative-ai', 'machine-learning', 'e-commerce', 'ai']",3,-1,-2.603805,-16.131744
23629,Tackle,Time tracking on autopilot,Winter 2021,Active,"['artificial-intelligence', 'b2b', 'operations']",3,-1,5.468863,-3.9845622
77,Zigfu,Layer above Kinect.,Summer 2011,Inactive,['augmented-reality'],0,-1,-11.881681,-12.563171
22875,Roin Technologies,Building robots to automate commercial concrete construction.,Winter 2021,Acquired,"['hard-tech', 'hardware', 'robotics']",4,-1,-6.3675427,-11.197052
24575,Genuity,SaaS Platform to manage IT and buy business software ,Summer 2021,Active,"['saas', 'enterprise-software']",4,-1,-5.017365,-1.2408663
1100,Perlara,Perlara: building the YC for rare disease parents,Winter 2016,Active,[],7,-1,-4.706915,21.004606
1698,Social Construct,Social Construct designs and assembles large apartment buildings …,Summer 2017,Inactive,"['generative-ai', 'hardware', 'housing']",4,-1,-5.6761045,-3.5951211
22878,Popl,Your complete in-person GTM platform,Winter 2021,Active,"['saas', 'iot']",3,-1,10.773748,-13.263392
12657,Zergo,We make a urine test that helps women get pregnant.,Summer 2019,Inactive,"['fertility-tech', 'hardware']",7,-1,-1.4306128,19.763136
29366,Metofico,No Code Data Analysis for Life Science Research,Winter 2024,Active,"['saas', 'data-science', 'no-code', 'data-visualization']",7,-1,15.382737,4.891916
11931,Geosite,Geosite is an enterprise SaaS platform for spatial data.,Winter 2019,Acquired,"['saas', 'geographic-information-system']",4,-1,-3.1859574,-2.0705223
30234,Adam,AI Powered CAD,Winter 2025,Active,[],1,-1,14.333078,-7.7761993
12856,Coco Wallet,Web3 super app for remittances to Latin America.,Summer 2019,Active,['crypto-web3'],6,-1,-18.079548,11.131788
22867,Procoto,Self-service RFP management,Winter 2021,Acquired,"['fintech', 'saas', 'procurement']",4,-1,15.331276,-16.231478
12038,Doorport,Acquired by Alarm.com - We make existing apartment access smart.,Winter 2019,Acquired,"['smart-home-assistants', 'iot']",4,-1,21.431755,-9.41967
24550,Examedi,Uber for Healthcare in Latinamerica,Summer 2021,Active,"['marketplace', 'consumer-health-services']",2,-1,1.0538888,14.1096525
936,Shape (ShapeScale),ShapeScale is a personal 3D scanner and fitness tracker that…,Summer 2015,Active,"['hardware', 'computer-vision', 'consumer-health-services']",5,-1,0.27731597,-17.999083
631,Wit.ai,Natural Language for Developers --Wit is an API that makes it easy…,Winter 2014,Acquired,"['developer-tools', 'nlp', 'apis']",1,-1,10.426829,-10.255984
12597,Lucid Bots,"We build robots for dull, dirty, and dangerous jobs.",Summer 2019,Active,"['robotics', 'drones', 'manufacturing', 'aerospace', 'self-driving-vehicles']",4,-1,-6.906806,-9.9254465
30756,Nottelabs,Reliable Web Agents for Enterprise,Summer 2025,Active,"['artificial-intelligence', 'developer-tools', 'automation']",3,-1,6.4005823,-16.644451
814,NexTravel,NexTravel is a centralized travel booking platform that helps…,Winter 2015,Acquired,"['travel', 'booking']",5,-1,-10.477227,2.0772624
30200,Karoo,Canadian neobank focused on lending,Winter 2025,Active,"['fintech', 'consumer', 'neobank']",6,-1,-11.223629,11.224342
29745,Lumenary,Build working software exceedingly fast in Solar,Summer 2024,Active,"['developer-tools', 'automation', 'ai']",0,-1,13.89093,1.432695
1738,Necto,ISP starter kit,Winter 2018,Inactive,['telecommunications'],4,-1,14.022691,12.519318
1864,Hexel,Create a cryptocurrency for your community.,Winter 2018,Inactive,['crypto-web3'],0,-1,15.461042,9.503034
29678,Lucible,Combined checking and investment account,Summer 2024,Active,"['fintech', 'investing', 'neobank']",6,-1,-14.480738,11.635278
13234,Release,Environments as a service,Winter 2020,Active,"['developer-tools', 'saas', 'kubernetes']",0,-1,8.356656,-21.663132
27966,CombineHealth,Automating Healthcare Revenue Cycle Management with AI Workforce,Winter 2023,Active,"['artificial-intelligence', 'machine-learning', 'healthcare']",2,-1,2.799422,11.5099
24355,LootRush,A safe and friendly way to play crypto games.,Summer 2021,Active,"['cloud-gaming', 'crypto-web3']",0,-1,16.96045,9.49052
489,RoverRide,A universal urban transit app. Given all transportation options…,Winter 2013,Inactive,"['transportation', 'mobility']",4,-1,10.608426,14.097067
559,Butter Systems,Replacing the paper restaurant menu with an interactive experience at…,Summer 2013,Inactive,"['digital-health', 'restaurant-tech']",5,-1,-19.0982,-0.38757718
530,GoComm,Mobile communications platform for teams working on live events,Summer 2013,Inactive,[],4,-1,12.335459,-14.379649
30684,Doe,Autonomous AI workforce for PE roll-ups,Summer 2025,Active,"['generative-ai', 'saas', 'procurement', 'data-visualization', 'ai']",1,-1,0.750515,-4.055705
30045,Archil,"Transform S3 in an unlimited, local file system",Fall 2024,Active,[],1,-1,2.3067906,-17.321527
27867,TruthSuite,AI Fact Checking for Lawyers,Winter 2023,Active,"['artificial-intelligence', 'generative-ai', 'machine-learning', 'legal', 'legaltech']",1,-1,9.872774,5.645489
30448,PgDog,Scaling engine for PostgreSQL,Spring 2025,Active,[],0,-1,15.668051,-12.525157
30062,Karmen,AI Assistant for Construction Project Managers,Fall 2024,Active,"['machine-learning', 'construction', 'ai-assistant']",3,-1,-0.2610988,-5.3310537
28937,LifestyleRx,Virtual Care for Type 2 Diabetes Reversal,Summer 2023,Active,"['health-tech', 'telehealth', 'healthcare', 'health-&-wellness']",2,-1,3.2365186,18.491741
12860,Deepnote,A better data science notebook.,Summer 2019,Active,"['developer-tools', 'machine-learning']",0,-1,18.416605,-0.690598
26670,Julius,AI Data Scientist,Summer 2022,Active,['ai'],1,-1,-1.0146492,-14.429326
22062,Minimum,Helping corporates achieve Net Zero through tech solutions. ,Summer 2020,Active,"['fintech', 'climate']",4,-1,-11.9192295,18.016907
12743,Loop Health,Modern & comprehensive health insurance plan for employees in India,Winter 2020,Active,"['healthcare', 'insurance', 'primary-care']",2,-1,-1.7985879,14.858449
24597,Filta,The Face Filter NFT Marketplace,Summer 2021,Active,"['augmented-reality', 'crypto-web3', 'virtual-reality']",5,-1,-11.377448,-11.065016
29158,Feanix Biotechnologies,Farm Genetics Made Easy - Using DNA and Software,Summer 2023,Active,[],7,-1,-8.774355,24.443197
30222,General Agency,AI coworkers that can learn and act just like a human,Winter 2025,Active,"['artificial-intelligence', 'hard-tech', 'reinforcement-learning', 'automation', 'ai-assistant']",1,-1,2.5783138,-8.5350485
22841,ControlHub,Purchasing Software | Procure-to-Pay SaaS ,Winter 2021,Active,"['fintech', 'saas', 'b2b']",4,-1,15.517004,-16.284826
27817,JustPaid,Billing Automation for B2B that actually works.,Winter 2023,Active,"['ai-enhanced-learning', 'artificial-intelligence', 'fintech', 'ai', 'ai-assistant']",3,-1,-3.247658,2.681695
1294,Scale AI,Data-centric infrastructure to accelerate the development of AI ,Summer 2016,Active,"['artificial-intelligence', 'machine-learning']",1,-1,1.2810762,-15.863975
26764,Tranch,Tranch is the invoice to payments platform for enterprises.,Summer 2022,Acquired,"['fintech', 'saas']",6,-1,-8.803965,8.16729
202,PagerDuty,Real-time visibility into critical apps and services all in one place.,Summer 2010,Public,"['devops', 'monitoring']",0,-1,5.8036256,0.7993468
22948,MarcoPolo,Alibaba for Latin America,Winter 2021,Inactive,"['marketplace', 'b2b']",5,-1,-20.476534,10.213515
1657,Honeydue,"The simplest way for couples to manage money, together",Summer 2017,Acquired,['fintech'],6,-1,-5.9388604,6.51648
432,OctaveWealth,The 401(k) that helps you grow,Summer 2012,Active,"['finance', 'investing']",6,-1,-13.874457,14.567964
13217,Altay Therapeutics,Altay develops disease-modifying therapies targeting transcription…,Winter 2020,Active,"['ai-powered-drug-discovery', 'biotech', 'therapeutics', 'drug-discovery']",7,-1,-4.574644,21.52576
